"module name","license","repository"
"@babel/plugin-proposal-logical-assignment-operators@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-nullish-coalescing-operator@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-numeric-separator@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-object-rest-spread@7.17.3","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-catch-binding@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-chaining@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-methods@7.16.11","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-property-in-object@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-unicode-property-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-async-generators@7.8.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators"
"@babel/plugin-syntax-bigint@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-bigint"
"@babel/plugin-syntax-class-properties@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-class-static-block@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-dynamic-import@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"@babel/plugin-syntax-export-namespace-from@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-namespace-from"
"@babel/plugin-syntax-import-meta@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-json-strings@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-jsx@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-logical-assignment-operators@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-nullish-coalescing-operator@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-nullish-coalescing-operator"
"@babel/plugin-syntax-numeric-separator@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-object-rest-spread@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.17.10","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.16.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.17.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.17.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.17.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.17.10","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-display-name@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-development@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx@7.17.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-pure-annotations@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.17.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typescript@7.16.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.17.10","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.5","MIT","https://github.com/babel/preset-modules"
"@babel/preset-react@7.16.7","MIT","https://github.com/babel/babel"
"@babel/preset-typescript@7.16.7","MIT","https://github.com/babel/babel"
"@babel/runtime-corejs3@7.17.9","MIT","https://github.com/babel/babel"
"@babel/runtime@7.17.9","MIT","https://github.com/babel/babel"
"@babel/template@7.16.7","MIT","https://github.com/babel/babel"
"@babel/traverse@7.17.10","MIT","https://github.com/babel/babel"
"@babel/types@7.17.10","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@cnakazawa/watch@1.0.4","Apache-2.0","https://github.com/mikeal/watch"
"@emotion/is-prop-valid@1.1.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/is-prop-valid"
"@emotion/memoize@0.7.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/memoize"
"@emotion/stylis@0.8.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/stylis"
"@emotion/unitless@0.7.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/unitless"
"@eslint/eslintrc@0.4.3","MIT","https://github.com/eslint/eslintrc"
"@humanwhocodes/config-array@0.5.0","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/object-schema@1.2.1","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@improved/node@1.1.1","MIT","git+https://gitlab.com/seangenabe/improved-node"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@25.5.0","MIT","https://github.com/facebook/jest"
"@jest/core@25.5.4","MIT","https://github.com/facebook/jest"
"@jest/environment@25.5.0","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@25.5.0","MIT","https://github.com/facebook/jest"
"@jest/globals@25.5.2","MIT","https://github.com/facebook/jest"
"@jest/reporters@25.5.1","MIT","https://github.com/facebook/jest"
"@jest/source-map@25.5.0","MIT","https://github.com/facebook/jest"
"@jest/test-result@25.5.0","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@25.5.4","MIT","https://github.com/facebook/jest"
"@jest/transform@25.5.1","MIT","https://github.com/facebook/jest"
"@jest/types@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/types@25.5.0","MIT","https://github.com/facebook/jest"
"@jridgewell/gen-mapping@0.1.1","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.0.6","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.1.0","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.4.12","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.9","MIT","https://github.com/jridgewell/trace-mapping"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@react-spring/animated@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/core@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/konva@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/native@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/rafz@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/shared@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/three@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/types@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/web@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@react-spring/zdog@9.4.5","MIT","https://github.com/pmndrs/react-spring"
"@sinonjs/commons@1.8.3","BSD-3-Clause","https://github.com/sinonjs/commons"
"@splunk/babel-preset@3.0.0","Apache-2.0",""
"@splunk/eslint-config@4.0.0","Apache-2.0",""
"@splunk/react-icons@3.2.0","Apache-2.0",""
"@splunk/react-page@5.2.1","Apache-2.0",""
"@splunk/react-ui@4.7.0","Apache-2.0",""
"@splunk/setup-component@0.0.1","UNKNOWN",""
"@splunk/setup-example-app@0.0.1","UNKNOWN",""
"@splunk/splunk-utils@2.1.0","Apache-2.0",""
"@splunk/stylelint-config@4.0.0","Apache-2.0",""
"@splunk/themes@0.10.1","Apache-2.0",""
"@splunk/themes@0.11.0","Apache-2.0",""
"@splunk/themes@0.8.0","Apache-2.0",""
"@splunk/themes@0.9.0","Apache-2.0",""
"@splunk/ui-utils@1.4.0","Apache-2.0",""
"@splunk/webpack-configs@5.0.0","Apache-2.0",""
"@stylelint/postcss-css-in-js@0.37.3","MIT","https://github.com/stylelint/postcss-css-in-js"
"@stylelint/postcss-markdown@0.36.2","MIT","https://github.com/stylelint/postcss-markdown"
"@types/babel__core@7.1.19","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.17.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/commonmark@0.27.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hoist-non-react-statics@3.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@1.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json5@0.0.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.14.182","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@3.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@3.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimist@1.2.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@17.0.31","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prettier@1.19.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@16.9.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-resize-detector@3.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.14.25","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/scheduler@0.16.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@1.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/styled-components@5.1.25","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tinycolor2@1.4.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@13.0.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@15.0.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@webassemblyjs/ast@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.9.0","MIT",""
"@webassemblyjs/helper-buffer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.9.0","ISC",""
"@webassemblyjs/helper-module-context@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.9.0","MIT",""
"@webassemblyjs/leb128@1.9.0","MIT",""
"@webassemblyjs/utf8@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"JSONStream@1.3.5","(MIT OR Apache-2.0)","https://github.com/dominictarr/JSONStream"
"abab@2.0.6","BSD-3-Clause","https://github.com/jsdom/abab"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"acorn-globals@4.3.4","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@6.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@6.4.2","MIT","https://github.com/acornjs/acorn"
"acorn@7.4.1","MIT","https://github.com/acornjs/acorn"
"add-stream@1.0.0","MIT","https://github.com/wilsonjackson/add-stream"
"airbnb-prop-types@2.16.0","MIT","https://github.com/airbnb/prop-types"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.11.0","MIT","https://github.com/ajv-validator/ajv"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-colors@4.1.1","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html-community@0.0.8","Apache-2.0","https://github.com/mahdyar/ansi-html-community"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"anymatch@3.1.2","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.7","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"aria-query@4.2.2","Apache-2.0","https://github.com/A11yance/aria-query"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-find@1.0.0","MIT","https://github.com/stefanduberg/array-find"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-ify@1.0.0","MIT","https://github.com/stevemao/array-ify"
"array-includes@3.1.5","MIT","https://github.com/es-shims/array-includes"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"array.prototype.filter@1.0.1","MIT","https://github.com/es-shims/Array.prototype.filter"
"array.prototype.find@2.2.0","MIT","https://github.com/paulmillr/Array.prototype.find"
"array.prototype.flat@1.3.0","MIT","https://github.com/es-shims/Array.prototype.flat"
"array.prototype.flatmap@1.3.0","MIT","https://github.com/es-shims/Array.prototype.flatMap"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asn1.js@5.4.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.6","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.5.0","MIT","https://github.com/browserify/commonjs-assert"
"assertion-error@1.1.0","MIT","https://github.com/chaijs/assertion-error"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@1.5.2","MIT","https://github.com/caolan/async"
"async@2.6.4","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@9.8.8","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.11.0","MIT","https://github.com/mhart/aws4"
"axe-core@4.4.1","MPL-2.0","https://github.com/dequelabs/axe-core"
"axobject-query@2.2.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-eslint@10.1.0","MIT","https://github.com/babel/babel-eslint"
"babel-jest@25.5.1","MIT","https://github.com/facebook/jest"
"babel-loader@8.2.5","MIT","https://github.com/babel/babel-loader"
"babel-plugin-dynamic-import-node@2.3.3","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@25.5.0","MIT","https://github.com/facebook/jest"
"babel-plugin-polyfill-corejs2@0.3.1","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.5.2","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.3.1","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-styled-components@2.0.7","MIT","https://github.com/styled-components/babel-plugin-styled-components"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-preset-current-node-syntax@0.1.4","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@25.5.0","MIT","https://github.com/facebook/jest"
"bail@1.0.5","MIT","https://github.com/wooorm/bail"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@2.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-extensions@2.2.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bindings@1.5.0","MIT","https://github.com/TooTallNate/node-bindings"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.12.0","MIT","https://github.com/indutny/bn.js"
"bn.js@5.2.0","MIT","https://github.com/indutny/bn.js"
"body-parser@1.20.0","MIT","https://github.com/expressjs/body-parser"
"body@5.1.0","MIT","https://github.com/Raynos/body"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-process-hrtime@1.0.0","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browser-resolve@1.11.3","MIT","https://github.com/shtylman/node-browser-resolve"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.1.0","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.2.1","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.20.3","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
